name,iso_country,iso_region,continent,municipality,iata_code,icao_code,latitude_deg,longitude_deg,elevation_ft,scheduled_service,type,is_international,wikipedia_link
A Coruña Airport,ES,ES-GA,EU,Culleredo,LCG,LECO,43.302101,-8.37726,326.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/A_Coru%C3%B1a_Airport
A.N.R. Robinson International Airport,TT,TT-TOB,NA,Scarborough,TAB,TTCP,11.149571,-60.831298,38.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/A.N.R._Robinson_International_Airport
Aalborg Airport,DK,DK-81,EU,Aalborg,AAL,EKYT,57.094763,9.84993,10.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Aalborg_Airport
Aappilattoq Heliport,GL,GL-KU,NA,Aappilattoq,QUV,,60.148357,-44.286916,30.0,yes,heliport,no,https://en.wikipedia.org/wiki/Aappilattoq_Heliport_(Kujalleq)
Aappilattoq Heliport,GL,GL-AV,NA,Aappilattoq,AOQ,,72.88703,-55.596287,42.0,yes,heliport,no,https://en.wikipedia.org/wiki/Aappilattoq_Heliport_(Avannaata)
Aarhus Airport,DK,DK-82,EU,Aarhus,AAR,EKAH,56.303331,10.618286,82.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Aarhus_Airport
Aasiaat Airport,GL,GL-QK,NA,Aasiaat,JEG,BGAA,68.721802,-52.784698,74.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Aasiaat_Airport
Aba Tenna Dejazmach Yilma International Airport,ET,ET-DD,AF,Dire Dawa,DIR,HADR,9.623549,41.855027,3827.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Aba_Tenna_Dejazmach_Yilma_International_Airport
Abadan Ayatollah Jami International Airport,IR,IR-06,AS,Abadan,ABD,OIAA,30.367887,48.230075,10.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Abadan_Airport
Abakan International Airport,RU,RU-KK,AS,Abakan,ABA,UNAA,53.740002,91.385002,831.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Abakan_International_Airport
Abbotsford International Airport,CA,CA-BC,NA,Abbotsford,YXX,CYXX,49.025299,-122.361,195.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Abbotsford_International_Airport
Abdelhafid Boussouf Bou Chekif Airport,DZ,DZ-14,AF,Tiaret,TID,DAOB,35.341099,1.46315,3245.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Bou_Chekif_Airport
Abdul Rachman Saleh Airport,ID,ID-JI,AS,Malang,MLG,WARA,-7.929099,112.714233,1726.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Abdul_Rachman_Saleh_Airport
Abeid Amani Karume International Airport,TZ,TZ-07,AF,Zanzibar,ZNZ,HTZA,-6.22202,39.224899,54.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Abeid_Amani_Karume_International_Airport
Abel Santamaria International Airport,CU,CU-05,NA,Santa Clara,SNU,MUSC,22.492215,-79.943119,338.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Abel_Santa_Mar%C3%ADa_Airport
Aberdeen International Airport,GB,GB-SCT,EU,Aberdeen,ABZ,EGPD,57.2019,-2.19778,215.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Aberdeen_Airport
Aberdeen Regional Airport,US,US-SD,NA,Aberdeen,ABR,KABR,45.449100494384766,-98.42179870605467,1302.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Aberdeen_Regional_Airport
Abha International Airport,SA,SA-14,AS,Abha,AHB,OEAB,18.2404,42.656601,6858.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Abha_International_Airport
Abilene Regional Airport,US,US-TX,NA,Abilene,ABI,KABI,32.4113006592,-99.6819000244,1791.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Abilene_Regional_Airport
Abraham González International Airport,MX,MX-CHH,NA,Ciudad Juárez,CJS,MMCS,31.636673,-106.428533,3904.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Abraham_Gonz%C3%A1lez_International_Airport
Abraham Lincoln Capital Airport,US,US-IL,NA,Springfield,SPI,KSPI,39.844101,-89.677902,598.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Abraham_Lincoln_Capital_Airport
Abruzzo Airport,IT,IT-65,EU,Pescara,PSR,LIBP,42.431079,14.182981,48.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Abruzzo_Airport
Abu Simbel Airport,EG,EG-ASN,AF,Abu Simbel,ABS,HEBL,22.375924,31.611734,614.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Abu_Simbel_Airport
Achutupu Airport,PA,PA-GY,NA,Mamitupu,ACU,,9.188481,-77.994153,10.0,no,small_airport,no,https://en.wikipedia.org/wiki/Achutupo_Airport
Adak Airport,US,US-AK,NA,Adak,ADK,PADK,51.883564,-176.642783,18.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Adak_Airport
Adana Şakirpaşa Airport,TR,TR-01,AS,Seyhan,ADA,LTAF,36.982201,35.280399,65.0,no,small_airport,yes,https://en.wikipedia.org/wiki/Adana_%C5%9Eakirpa%C5%9Fa_Airport
Addis Ababa Bole International Airport,ET,ET-AA,AF,Addis Ababa,ADD,HAAB,8.97789,38.799301,7630.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Addis_Ababa_Bole_International_Airport
Adelaide International Airport,AU,AU-SA,OC,Adelaide,ADL,YPAD,-34.947512,138.533393,20.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Adelaide_Airport
Aden Adde International Airport,SO,SO-BN,AF,Mogadishu,MGQ,HCMM,2.01444,45.304699,29.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Aden_Adde_International_Airport
Aden International Airport,YE,YE-AD,AS,Aden,ADE,OYAA,12.829564,45.029976,7.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Aden_International_Airport
Adirondack Regional Airport,US,US-NY,NA,Saranac Lake,SLK,KSLK,44.38691,-74.204629,1663.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Adirondack_Regional_Airport
Adisoemarmo International Airport,ID,ID-JT,AS,Surakarta,SOC,WAHQ,-7.516044,110.757492,421.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Adisumarmo_Airport
Adisutjipto International Airport,ID,ID-YO,AS,Yogyakarta,JOG,WAHH,-7.78818,110.431999,379.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Adisutjipto_Airport
Adnan Menderes International Airport,TR,TR-35,AS,Gaziemir,ADB,LTBJ,38.2924,27.157,412.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Adnan_Menderes_Airport
Adolfo López Mateos International Airport,MX,MX-MEX,NA,Toluca,TLC,MMTO,19.3369,-99.56583,8466.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Lic._Adolfo_L%C3%B3pez_Mateos_International_Airport
Adolfo Suárez Madrid–Barajas Airport,ES,ES-MD,EU,Madrid,MAD,LEMD,40.493407,-3.572249,1998.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Adolfo_Su%C3%A1rez_Madrid%E2%80%93Barajas_Airport
Adıyaman Airport,TR,TR-02,AS,Adıyaman,ADF,LTCP,37.7314,38.468899,2216.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ad%C4%B1yaman_Airport
Aeroparque Jorge Newbery,AR,AR-C,SA,Buenos Aires,AEP,SABE,-34.559419,-58.415536,18.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Aeroparque_Jorge_Newbery
Agartala - Maharaja Bir Bikram Airport,IN,IN-TR,AS,Agartala,IXA,VEAT,23.886999,91.240402,46.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Agartala_Airport
Agatti Airport,IN,IN-LD,AS,Agatti,AGX,VOAT,10.8237,72.176003,14.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Agatti_Aerodrome
Agen La Garenne airport,FR,FR-NAQ,EU,Agen,AGF,LFBA,44.174171,0.59309,204.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Agen_-_La_Garenne_Aerodrome
Agra Airport / Agra Air Force Station,IN,IN-UP,AS,Agra,AGR,VIAG,27.157975,77.961025,551.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Agra_Airport
Aguascalientes International Airport,MX,MX-AGU,NA,Aguascalientes,AGU,MMAS,21.699589,-102.318372,6112.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Aguascalientes_International_Airport
Aguenar – Hadj Bey Akhamok Airport,DZ,DZ-11,AF,Tamanrasset,TMR,DAAT,22.810992,5.450832,4518.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Tamanrasset_Airport
Ahe Airport,PF,PF-U-A,OC,Ahe Atoll,AHE,NTHE,-14.428099632263184,-146.2570037841797,11.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ahe_Airport
Ahmad Shah Baba International Airport,AF,AF-KAN,AS,Kandahar,KDH,OAKN,31.505769,65.847963,3337.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Kandahar_International_Airport
Ahmed Sékou Touré International Airport,GN,GN-C,AF,Conakry,CKY,GUCY,9.57689,-13.612,72.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Ahmed_S%C3%A9kou_Tour%C3%A9_International_Airport
Ain Arnat Airport,DZ,DZ-19,AF,Sétif,QSF,DAAS,36.178488,5.329909,3360.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Ain_Arnat_Airport
Ain Beida Airport,DZ,DZ-30,AF,Ouargla,OGX,DAUU,31.9172,5.41278,492.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ain_Beida_Airport
Air Force Colonel Alfredo Mendivil Duarte Airport,PE,PE-AYA,SA,Ayacucho,AYP,SPHO,-13.1548,-74.204399,8917.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Coronel_FAP_Alfredo_Mendivil_Duarte_Airport
Aitutaki Airport,CK,CK-U-A,OC,Aitutaki,AIT,NCAI,-18.8309,-159.764008,14.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Aitutaki_Airport
Ajaccio Napoléon Bonaparte airport,FR,FR-COR,EU,Ajaccio,AJA,LFKJ,41.923599,8.80292,18.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Ajaccio_-_Campo_dell'Oro_Airport
Akanu Ibiam International Airport,NG,NG-EN,AF,Enegu,ENU,DNEN,6.473718,7.560463,466.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Akanu_Ibiam_International_Airport
Akhiok Airport,US,US-AK,NA,Akhiok,AKK,PAKH,56.938702,-154.182999,44.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Akhiok_Airport
Akhmat Kadyrov Grozny International Airport,RU,RU-CE,AS,Grozny,GRV,URMG,43.388106,45.699772,548.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Grozny_Airport
Akiachak Airport,US,US-AK,NA,Akiachak,KKI,PFZK,60.913809,-161.493329,23.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Akiachak_Airport
Akiak Airport,US,US-AK,NA,Akiak,AKI,PFAK,60.902646,-161.23106,30.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Akiak_Airport
Akita Airport,JP,JP-05,AS,Akita,AXT,RJSK,39.615601,140.218994,313.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Akita_Airport
Akron Canton Regional Airport,US,US-OH,NA,Akron,CAK,KCAK,40.91609954833984,-81.44219970703125,1228.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Akron-Canton_Regional_Airport
Aksu Hongqipo Airport,CN,CN-65,AS,Aksu (Onsu),AKU,ZWAK,41.262501,80.291702,3816.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Aksu_Hongqipo_Airport
Aktau International Airport,KZ,KZ-MAN,AS,Aktau,SCO,UATE,43.860093,51.09086,73.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Aktau_Airport
Aktion National Airport,GR,GR-D,EU,Preveza,PVK,LGPZ,38.925499,20.765301,11.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Aktion_National_Airport
Aktobe International Airport,KZ,KZ-AKT,AS,Aktobe,AKX,UATT,50.248116,57.204144,738.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Aktobe_Airport
Akulivik Airport,CA,CA-QC,NA,Akulivik,AKV,CYKO,60.8186,-78.148598,75.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Akulivik_Airport
Akureyri International Airport,IS,IS-6,EU,Akureyri,AEY,BIAR,65.656573,-18.072018,6.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Akureyri_Airport
Akutan Airport,US,US-AK,NA,Akutan,KQA,PAUT,54.14459,-165.604332,133.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Akutan_Airport
Akwa Ibom International Airport,NG,NG-AK,AF,Uyo,QUO,DNAI,4.8725,8.093,170.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Akwa_Ibom_Airport
Al Abraq International Airport,LY,LY-JA,AF,Al Albraq,LAQ,HLLQ,32.789036,21.954864,2157.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Al_Abraq_International_Airport
Al Ain International Airport,AE,AE-AZ,AS,Al Ain,AAN,OMAL,24.2617,55.6092,869.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Al_Ain_International_Airport
Al Bateen Executive Airport,AE,AE-AZ,AS,Abu Dhabi,AZI,OMAD,24.427062,54.459866,16.0,no,large_airport,no,https://en.wikipedia.org/wiki/Al_Bateen_Executive_Airport
Al Ghaydah International Airport,YE,YE-MR,AS,Al Ghaydah,AAY,OYGD,16.193341,52.174186,134.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Al_Ghaydah_Airport
Al Maktoum International Airport,AE,AE-DU,AS,Dubai(Jebel Ali),DWC,OMDW,24.896171,55.16235,114.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Al_Maktoum_International_Airport
Al Massira Airport,MA,MA-09,AF,Agadir (Temsia),AGA,GMAD,30.322478,-9.412003,250.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Al_Massira_Airport
Al Najaf International Airport,IQ,IQ-NA,AS,Najaf,NJF,ORNI,31.991116,44.405019,103.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Al_Najaf_International_Airport
Al Wajh Domestic Airport,SA,SA-07,AS,Al Wajh,EJH,OEWJ,26.198601,36.476398,66.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Al_Wajh_Domestic_Airport
Al-Ahsa International Airport,SA,SA-04,AS,Hofuf,HOF,OEAH,25.285299,49.485199,588.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Al-Ahsa_International_Airport
Al-Jawf International Airport,SA,SA-12,AS,Al-Jawf,AJF,OESK,29.783301,40.100905,2261.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Al-Jouf_International_Airport
Al-Ula International Airport,SA,SA-03,AS,Al-Ula,ULH,OEAO,26.483634,38.117048,2050.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Al-Ula_International_Airport
Alakanuk Airport,US,US-AK,NA,Alakanuk,AUK,PAUK,62.682653,-164.722481,10.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Alakanuk_Airport
Albano Machado Airport,AO,AO-HUA,AF,Huambo,NOV,FNHU,-12.8089,15.7605,5587.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Albano_Machado_Airport
Albany Airport,AU,AU-WA,OC,Albany,ALH,YABA,-34.943333,117.808889,233.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Albany_Airport_(Australia)
Albany International Airport,US,US-NY,NA,Albany,ALB,KALB,42.748299,-73.801697,285.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Albany_International_Airport
Albert J Ellis Airport,US,US-NC,NA,Richlands,OAJ,KOAJ,34.829201,-77.612099,94.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Albert_J._Ellis_Airport
Alberto Carnevalli Airport,VE,VE-L,SA,Mérida,MRD,SVMD,8.582078,-71.161041,5007.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Alberto_Carnevalli_Airport
Albuquerque International Sunport,US,US-NM,NA,Albuquerque,ABQ,KABQ,35.039976,-106.608925,5355.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Albuquerque_International_Sunport
Albury Airport,AU,AU-NSW,OC,East Albury,ABX,YMAY,-36.066758,146.959148,539.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Albury_Airport
Alcantarí International Airport,BO,BO-H,SA,Sucre,SRE,SLAL,-19.246835,-65.149611,10184.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Alcantar%C3%AD_Airport
Alderney Airport,GG,GG-A,EU,Saint Anne,ACI,EGJA,49.706104,-2.21472,290.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Alderney_Airport
Alejandro Velasco Astete International Airport,PE,PE-CUS,SA,Cusco,CUZ,SPZO,-13.535699844400002,-71.9387969971,10860.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport
Alexander Kartveli Batumi International Airport,GE,GE-AJ,AS,Batumi,BUS,UGSB,41.60939,41.600315,105.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Batumi_International_Airport
Alexandria International Airport,EG,EG-ALX,AF,Alexandria,HBE,HEAX,30.93249,29.696437,171.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Borg_El_Arab_Airport
Alexandria International Airport,US,US-LA,NA,Alexandria,AEX,KAEX,31.325828,-92.546702,89.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alexandria_International_Airport_(Louisiana)
Alexandroupoli Democritus Airport,GR,GR-A,EU,Alexandroupolis,AXD,LGAL,40.8559,25.956301,24.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alexandroupoli_Airport
Alexei Leonov Kemerovo International Airport,RU,RU-KEM,AS,Kemerovo,KEJ,UNEE,55.2701,86.107201,863.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Kemerovo_Airport
Alferez Fap David Figueroa Fernandini Airport,PE,PE-HUC,SA,Huánuco,HUU,SPNC,-9.878809928894045,-76.20480346679688,6070.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alf%C3%A9rez_FAP_David_Figueroa_Fernandini_Airport
Alfonso Bonilla Aragon International Airport,CO,CO-VAC,SA,Cali,CLO,SKCL,3.542717,-76.381898,3162.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Alfonso_Bonilla_Arag%C3%B3n_International_Airport
Alfonso López Pumarejo Airport,CO,CO-CES,SA,Valledupar,VUP,SKVP,10.435,-73.2495,483.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Valledupar_Airport
Alfredo Vásquez Cobo International Airport,CO,CO-AMA,SA,Leticia,LET,SKLT,-4.191147,-69.942003,277.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/V%C3%A1squez_Cobo_International_Airport
Alghero-Fertilia Airport,IT,IT-88,EU,Alghero,AHO,LIEA,40.632099,8.29077,87.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Alghero-Fertilia_Airport
Alicante-Elche Miguel Hernández Airport,ES,ES-VC,EU,Alicante,ALC,LEAL,38.2822,-0.558156,142.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Alicante–Elche_Miguel_Hernández_Airport
Alice Springs Airport,AU,AU-NT,OC,Alice Springs,ASP,YBAS,-23.806588,133.903427,1789.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alice_Springs_Airport
Allakaket Airport,US,US-AK,NA,Allakaket,AET,PFAL,66.551804,-152.621994,441.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Allakaket_Airport
Allama Iqbal International Airport,PK,PK-PB,AS,Lahore,LHE,OPLA,31.521601,74.403603,712.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Allama_Iqbal_International_Airport
Alliance Municipal Airport,US,US-NE,NA,Alliance,AIA,KAIA,42.052543,-102.803965,3931.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alliance_Municipal_Airport
Alluitsup Paa Heliport,GL,GL-KU,NA,Alluitsup Paa,LLU,,60.46445,-45.56917,54.0,yes,heliport,no,https://en.wikipedia.org/wiki/Alluitsup_Paa_Heliport
Almaty International Airport,KZ,KZ-ALA,AS,Almaty,ALA,UAAA,43.354267,77.042828,2234.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Almaty_International_Airport
Almería Airport,ES,ES-AN,EU,Almería,LEI,LEAM,36.843899,-2.3701,70.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Almer%C3%ADa_International_Airport
Almirante Marco Andres Zar Airport,AR,AR-U,SA,Rawson,REL,SAVT,-43.2105,-65.2703,141.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Almirante_Marco_Andr%C3%A9s_Zar_Airport
Almirante Padilla Airport,CO,CO-LAG,SA,Riohacha,RCH,SKRH,11.5262,-72.926,43.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Riohacha_Airport
Alpena County Regional Airport,US,US-MI,NA,Alpena,APN,KAPN,45.0780983,-83.56030273,690.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alpena_County_Regional_Airport
Alta Airport,NO,NO-56,EU,Alta,ALF,ENAT,69.976097,23.3717,9.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alta_Airport
Altai Airport,MN,MN-065,AS,Altai,LTI,ZMAT,46.37639999389648,96.22109985351562,7260.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Altai_Airport
Altamira Interstate Airport,BR,BR-PA,SA,Altamira,ATM,SBHT,-3.253144,-52.253938,368.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Altamira_Airport
Altay Xuedu Airport,CN,CN-65,AS,Altay,AAT,ZWAT,47.749886,88.085808,2460.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Altay_Xuedu_Airport
Altoona Blair County Airport,US,US-PA,NA,Altoona,AOO,KAOO,40.296398,-78.32,1503.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Altoona-Blair_County_Airport
Alykel International Airport,RU,RU-KYA,AS,Norilsk,NSK,UOOO,69.307951,87.325906,574.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Norilsk_Alykel_Airport
Amado Nervo National Airport,MX,MX-NAY,NA,Tepic,TPQ,MMEP,21.419833,-104.842472,3020.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Amado_Nervo_National_Airport
Amami Airport,JP,JP-46,AS,Amami,ASJ,RJKA,28.430599212646484,129.71299743652344,27.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Amami_Airport
Amasya Merzifon Airport,TR,TR-05,AS,Amasya,MZH,LTAP,40.829399,35.521999,1758.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Merzifon_Airport
Ambler Airport,US,US-AK,NA,Ambler,ABL,PAFM,67.105529,-157.855339,334.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ambler_Airport
Amborovy Airport,MG,MG-M,AF,Mahajanga,MJN,FMNM,-15.666842,46.351233,87.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Amborovy_Airport
Amboseli Airport,KE,KE-34,AF,Ol Tukai,ASV,HKAM,-2.644786,37.252922,3755.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Amboseli_Airport
Ammassivik Heliport,GL,GL-KU,NA,Ammassivik,QUW,,60.597376,-45.382445,71.0,yes,heliport,no,https://en.wikipedia.org/wiki/Ammassivik_Heliport
Amook Bay Seaplane Base,US,US-AK,NA,Amook Bay,AOS,,57.4715003967,-153.815002441,,yes,seaplane_base,no,https://en.wikipedia.org/wiki/Amook_Bay_Seaplane_Base
Amsterdam Airport Schiphol,NL,NL-NH,EU,Amsterdam,AMS,EHAM,52.308601,4.76389,-11.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol
Amílcar Cabral International Airport,CV,CV-B,AF,Espargos,SID,GVAC,16.7414,-22.9494,177.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral_International_Airport
Anahim Lake Airport,CA,CA-BC,NA,Anahim Lake,YAA,,52.451501,-125.303776,3635.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Anahim_Lake_Airport
Anaktuvuk Pass Airport,US,US-AK,NA,Anaktuvuk Pass,AKP,PAKP,68.133598,-151.742996,2102.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Anaktuvuk_Pass_Airport
Anapa Vityazevo Airport,RU,RU-KDA,EU,Krasnyi Kurgan,AAQ,URKA,45.002102,37.347301,174.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Anapa_Airport
Andahuaylas Airport,PE,PE-APU,SA,Andahuaylas,ANS,SPHY,-13.70639991760254,-73.35040283203125,11300.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Andahuaylas_Airport
Andijan International Airport,UZ,UZ-AN,AS,Andijan,AZN,UZFA,40.727699,72.293999,1515.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Andizhan_Airport
Andrés Sabella Gálvez International Airport,CL,CL-AN,SA,Antofagasta,ANF,SCFA,-23.445274,-70.445232,455.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Andr%C3%A9s_Sabella_G%C3%A1lvez_International_Airport
"Andøya Airport, Andenes",NO,NO-18,EU,Andenes,ANX,ENAN,69.295193,16.139379,43.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/And%C3%B8ya_Airport%2C_Andenes
Aneityum Airport,VU,VU-TAE,OC,Anatom Island,AUY,NVVA,-20.249142,169.770758,7.0,no,small_airport,no,https://en.wikipedia.org/wiki/Anatom_Airport
Angel Albino Corzo International Airport,MX,MX-CHP,NA,Tuxtla Gutiérrez,TGZ,MMTG,16.561611,-93.025731,1499.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Angel_Albino_Corzo_International_Airport
Anglesey Airport,GB,GB-WLS,EU,Angelsey,VLY,EGOV,53.2481,-4.53534,37.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Anglesey_Airport
Angoon Seaplane Base,US,US-AK,NA,Angoon,AGN,PAGN,57.497097,-134.56722,,yes,seaplane_base,no,https://en.wikipedia.org/wiki/Angoon_Seaplane_Base
Angoulême Brie-Champniers airport,FR,FR-NAQ,EU,Angoulême,ANG,LFBU,45.729198,0.221456,436.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Angoul%C3%AAme_-_Brie_-_Champniers_Airport
Aniak Airport,US,US-AK,NA,Aniak,ANI,PANI,61.581600189208984,-159.54299926757812,88.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Aniak_Airport
Aniwa Airport,VU,VU-TAE,OC,Aniwa,AWD,NVVB,-19.2346,169.6009,69.0,no,small_airport,no,https://en.wikipedia.org/wiki/Aniwa_Airport
Annaba Rabah Bitat Airport,DZ,DZ-23,AF,Annaba,AAE,DABB,36.826781,7.81334,16.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Rabah_Bitat_Airport
Anqing Tianzhushan Airport / Anqing North Air Base,CN,CN-34,AS,Anqing,AQG,ZSAQ,30.582199,117.050003,,yes,medium_airport,no,https://en.wikipedia.org/wiki/Anqing_Tianzhushan_Airport
Anshan Teng'ao Airport / Anshan Air Base,CN,CN-21,AS,Anshan,AOG,ZYAS,41.105301,122.853996,,yes,medium_airport,no,https://en.wikipedia.org/wiki/Anshan_Teng%27ao_Airport
Anshun Huangguoshu Airport,CN,CN-52,AS,Anshun (Xixiu),AVA,ZUAS,26.260556,105.873333,4812.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Anshun_Huangguoshu_Airport
