airline_code,source_airport_code,destination_airport_code,codeshare,stops,equipment,distance_km
UA,PDX,ORD,,0,"320 319 752 738 739",2792.0
UA,PDX,SEA,Y,0,EM2,208.0
UA,PDX,SFO,,0,"319 739 320",886.0
UA,PHL,DEN,,0,"738 319 739 752 320",2500.0
UA,PHL,IAD,Y,0,ER4,216.0
UA,PHL,IAH,,0,"320 73G 738 739 319",2129.0
UA,PHL,ORD,,0,"320 738 739 752 73G 319",1088.0
UA,PHL,SFO,,0,"739 738 319 752",4048.0
UA,PHX,CLE,,0,"320 738 319",2790.0
UA,PHX,DEN,,0,"738 752 739 320",968.0
UA,PHX,EWR,,0,"319 739 320 738",3425.0
UA,PHX,IAD,,0,"320 738",3141.0
UA,PHX,IAH,,0,"738 320 739 319 73G",1620.0
UA,PHX,LAX,Y,0,"CR7 CRJ",595.0
UA,PHX,ORD,,0,"319 739 738 320 752",2313.0
UA,PHX,SFO,,0,320,1046.0
UA,PIT,DEN,,0,"738 320 739",2071.0
UA,PIT,EWR,,0,DH4,512.0
UA,PIT,IAD,Y,0,"DH4 ERJ CR7",293.0
UA,PIT,IAH,,0,"319 320 738 73G",1797.0
UA,PIT,LAX,,0,"319 738 320",3430.0
UA,PIT,ORD,,0,"738 320 319 73G",662.0
UA,PIT,SFO,,0,"320 319 738",3618.0
UA,PNS,IAH,Y,0,ERJ,785.0
UA,PNS,MCO,Y,0,SF3,613.0
UA,PNS,ORD,Y,0,ERJ,1281.0
UA,PNS,TPA,Y,0,SF3,530.0
UA,PSP,DEN,,0,319,1247.0
UA,PSP,IAH,Y,0,CR7,2039.0
UA,PSP,LAS,Y,0,EM2,279.0
UA,PSP,LAX,Y,0,"EM2 CR7",176.0
UA,PSP,SFO,Y,0,"CRJ CR7",677.0
UA,PVD,EWR,Y,0,"DH3 DH2 ERJ",257.0
UA,PVD,IAD,Y,0,"DH4 CR7 DH2 CRJ",597.0
UA,PVD,ORD,,0,320,1363.0
UA,RDU,EWR,,0,DH4,669.0
UA,RDU,IAD,,0,"320 73G 738",361.0
UA,RDU,IAH,,0,73G,1675.0
UA,RDU,ORD,,0,738,1039.0
UA,RDU,SFO,,0,"738 739",3853.0
UA,RIC,CLE,Y,0,"ERJ ER4",583.0
UA,RIC,EWR,Y,0,ERJ,446.0
UA,RIC,IAD,Y,0,"ERJ ER4 CR7",160.0
UA,RIC,IAH,Y,0,ERJ,1860.0
UA,RIC,ORD,,0,319,1032.0
UA,RNO,DEN,,0,320,1291.0
UA,RNO,LAX,Y,0,CR7,630.0
UA,RNO,SFO,Y,0,"CR7 CRJ",308.0
UA,ROC,CLE,Y,0,"DH2 DH3",393.0
UA,ROC,EWR,Y,0,"DH2 ERJ DH3",396.0
UA,ROC,IAD,Y,0,"ER4 DH2 CR7 CRJ",465.0
UA,ROC,ORD,,0,"320 738 319",847.0
UA,RSW,CLE,,0,"319 738 320",1654.0
UA,RSW,DEN,,0,738,2584.0
UA,RSW,EWR,,0,"320 738 739",1722.0
UA,RSW,IAH,,0,738,1384.0
UA,RSW,MCO,Y,0,SF3,215.0
UA,RSW,ORD,,0,320,1807.0
UA,SAN,DEN,,0,"738 320 739 752",1371.0
UA,SAN,EWR,,0,"738 739",3895.0
UA,SAN,IAD,,0,"739 752 320 738",3618.0
UA,SAN,IAH,,0,"320 73G 738 739",2093.0
UA,SAN,LAX,Y,0,"CR7 EM2",176.0
UA,SAN,ORD,,0,"739 320 738",2768.0
UA,SAN,SFO,,0,"739 738 320 319",719.0
UA,SAT,DEN,,0,"738 73G",1280.0
UA,SAT,EWR,,0,"319 739 73G",2522.0
UA,SAT,IAD,Y,0,"E70 CR7",2189.0
UA,SAT,IAH,,0,"319 739 738 73G 320",306.0
UA,SAT,LAX,Y,0,CR7,1945.0
UA,SAT,ORD,Y,0,CR7,1677.0
UA,SAT,SFO,Y,0,CR7,2382.0
UA,SAV,EWR,Y,0,ERJ,1140.0
UA,SAV,IAD,Y,0,"CRJ ERJ CR7",830.0
UA,SAV,IAH,Y,0,ERJ,1367.0
UA,SAV,ORD,Y,0,"ERJ CR7 CRJ",1246.0
UA,SDF,CLE,Y,0,"ERJ CRJ",490.0
UA,SDF,DEN,Y,0,ERJ,1644.0
UA,SDF,EWR,Y,0,"ERJ E70",1031.0
UA,SDF,IAD,Y,0,ERJ,725.0
UA,SDF,IAH,Y,0,"ERJ E70 CRJ",1268.0
UA,SDF,ORD,Y,0,ERJ,462.0
UA,SEA,ANC,,0,"739 738",2326.0
UA,SEA,DEN,,0,"738 320 739 752 753 319",1645.0
UA,SEA,EWR,,0,"739 319 738 320",3855.0
UA,SEA,IAD,,0,"752 320 739 738",3702.0
UA,SEA,IAH,,0,"739 320 738 319 752",3013.0
UA,SEA,LAX,,0,"739 320",1537.0
UA,SEA,ORD,,0,"738 320 739 752 319",2762.0
UA,SEA,PDX,Y,0,EM2,208.0
UA,SEA,SFO,,0,"319 739 320 738 752",1093.0
UA,SFO,ABQ,Y,0,CRJ,1439.0
UA,SFO,ATL,,0,738,3435.0
UA,SFO,AUS,,0,"738 320 319",2417.0
UA,SFO,BOI,Y,0,"CRJ CR7",840.0
UA,SFO,BOS,,0,"752 753 738 739 319 320",4341.0
UA,SFO,BUR,Y,0,"CR7 CRJ",525.0
UA,SFO,BWI,,0,"739 320 738",3944.0
UA,SFO,CLE,,0,"739 738 320",3470.0
UA,SFO,COS,Y,0,"CRJ CR7",1547.0
UA,SFO,DCA,,0,"738 73G",3921.0
UA,SFO,DEN,,0,"752 739 738 320 319",1553.0
UA,SFO,DFW,,0,"319 738 739",2352.0
UA,SFO,EWR,,0,"320 739 752 319 738 73G",4118.0
UA,SFO,FAT,Y,0,EM2,253.0
UA,SFO,FLL,,0,"738 319 739",4151.0
UA,SFO,HNL,,0,"777 764 738 753 739",3857.0
UA,SFO,IAD,,0,"753 752 738 739 320 319",3883.0
UA,SFO,IAH,,0,"319 739 753 738 320 752 788 73G",2627.0
UA,SFO,IND,,0,319,3120.0
UA,SFO,JFK,,0,757,4152.0
UA,SFO,KOA,,0,"753 739 738",3808.0
UA,SFO,LAS,,0,"752 738 739 320 319",665.0
UA,SFO,LAX,,0,"319 320 752 738 753 739",543.0
UA,SFO,LIH,,0,752,3934.0
UA,SFO,MCI,Y,0,CR7,2406.0
UA,SFO,MCO,,0,"752 738 739 753",3929.0
UA,SFO,MSP,,0,"320 739 319",2551.0
UA,SFO,MSY,,0,"320 738",3069.0
UA,SFO,OGG,,0,"753 738",3761.0
UA,SFO,OKC,Y,0,CR7,2222.0
UA,SFO,ONT,Y,0,CRJ,585.0
UA,SFO,ORD,,0,"738 739 752 320 753 319 777 73G",2964.0
UA,SFO,PDX,,0,"319 739 320 752 738",886.0
UA,SFO,PHL,,0,"319 738 739 752",4048.0
UA,SFO,PHX,,0,"319 738 320",1046.0
UA,SFO,PIT,,0,"319 738",3618.0
UA,SFO,PSP,Y,0,"CRJ CR7",677.0
UA,SFO,RDU,,0,"738 739",3853.0
UA,SFO,RNO,Y,0,"CRJ CR7",308.0
UA,SFO,SAN,,0,"738 320 319 739 73G",719.0
UA,SFO,SAT,Y,0,CR7,2382.0
UA,SFO,SEA,,0,"319 738 739 320 752 753",1093.0
UA,SFO,SLC,,0,"738 320 319",962.0
UA,SFO,SMF,Y,0,EM2,138.0
UA,SFO,SNA,,0,"320 319 738 73G",598.0
UA,SFO,STL,,0,"320 319",2786.0
UA,SFO,TUS,Y,0,"CRJ CR7",1208.0
UA,SJC,DEN,,0,"752 319 738 73G",1522.0
UA,SJC,IAH,,0,"320 319 739 738",2583.0
UA,SJC,LAX,Y,0,CR7,496.0
UA,SLC,DEN,Y,0,"CR7 CRJ ERJ DH4 E70",628.0
UA,SLC,IAH,Y,0,"ERJ CR7 E70",1923.0
UA,SLC,LAX,Y,0,"CR7 CRJ",949.0
UA,SLC,ORD,Y,0,"E70 CR7",2006.0
UA,SLC,SFO,,0,"738 320 319",962.0
UA,SMF,DEN,,0,"320 739",1460.0
UA,SMF,IAD,,0,320,3785.0
UA,SMF,IAH,,0,"320 739 738",2586.0
UA,SMF,LAX,Y,0,"CR7 CRJ",600.0
UA,SMF,ORD,,0,"739 319 320",2860.0
UA,SMF,SFO,Y,0,EM2,138.0
UA,SNA,DEN,,0,"320 738 73G",1360.0
UA,SNA,EWR,,0,73G,3908.0
UA,SNA,IAH,,0,"320 738 73G 752",2163.0
UA,SNA,ORD,,0,73G,2772.0
UA,SNA,SFO,,0,"738 319 320",598.0
UA,SRQ,ORD,,0,"738 319 320",1693.0
UA,STL,CLE,Y,0,"ER4 ERJ",783.0
UA,STL,DEN,Y,0,"CR7 ERJ CRJ",1236.0
UA,STL,EWR,Y,0,"ERJ E70",1400.0
UA,STL,IAD,Y,0,"ER4 ERJ CR7 E70",1118.0
UA,STL,IAH,Y,0,"ER4 ERJ",1076.0
UA,STL,ORD,Y,0,"ER4 CR7",415.0
UA,STL,SFO,,0,"320 319",2786.0
UA,SYR,CLE,,0,DH3,509.0
UA,SYR,EWR,Y,0,"DH2 DH3 ERJ",313.0
UA,SYR,IAD,Y,0,"ERJ CRJ DH4 ER4 CR7 DH2",477.0
UA,SYR,ORD,Y,0,"ER4 CRJ ERJ CR7",974.0
UA,TPA,CLE,,0,73G,1495.0
UA,TPA,DEN,,0,"739 738 320",2422.0
UA,TPA,EWR,,0,"738 739 73G 752 320",1607.0
UA,TPA,FLL,Y,0,SF3,317.0
UA,TPA,IAD,,0,"738 320",1307.0
UA,TPA,IAH,,0,"73G 320 739 738",1265.0
UA,TPA,JAX,Y,0,SF3,292.0
UA,TPA,ORD,,0,"739 320 73G",1631.0
UA,TPA,PBI,Y,0,SF3,280.0
UA,TPA,PNS,Y,0,SF3,530.0
UA,TUL,DEN,Y,0,"CRJ ERJ CR7",870.0
UA,TUL,EWR,Y,0,ERJ,1950.0
UA,TUL,IAD,Y,0,"CR7 ERJ",1650.0
UA,TUL,IAH,Y,0,"ERJ CRJ CR7",693.0
UA,TUL,ORD,Y,0,"ERJ CRJ CR7",941.0
UA,TUS,DEN,Y,0,"ERJ CRJ CR7",1029.0
UA,TUS,IAH,Y,0,"CR7 ERJ",1503.0
UA,TUS,LAX,Y,0,"CR7 CRJ",725.0
UA,TUS,SFO,Y,0,CRJ,1208.0
UA,TYS,DEN,Y,0,ERJ,1866.0
UA,TYS,EWR,Y,0,ERJ,1014.0
UA,TYS,IAD,Y,0,ERJ,674.0
UA,TYS,IAH,Y,0,ERJ,1241.0
UA,TYS,ORD,Y,0,ERJ,765.0
