name,iso_country,iso_region,continent,municipality,iata_code,icao_code,latitude_deg,longitude_deg,elevation_ft,scheduled_service,type,is_international,wikipedia_link
Laramie Regional Airport,US,US-WY,NA,Laramie,LAR,KLAR,41.31209945678711,-105.6750030517578,7284.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Laramie_Regional_Airport
Laredo International Airport,US,US-TX,NA,Laredo,LRD,KLRD,27.5438,-99.461601,508.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Laredo_International_Airport
Lawton Fort Sill Regional Airport,US,US-OK,NA,Lawton,LAW,KLAW,34.567699,-98.416603,1110.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Lawton-Fort_Sill_Regional_Airport
Lea County Regional Airport,US,US-NM,NA,Hobbs,HOB,KHOB,32.6875,-103.217003,3661.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Lea_County_Regional_Airport
Lebanon Municipal Airport,US,US-NH,NA,Lebanon,LEB,KLEB,43.626098632799994,-72.30419921880001,603.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Lebanon_Municipal_Airport_(New_Hampshire)
Lehigh Valley International Airport,US,US-PA,NA,Allentown/Bethlehem,ABE,KABE,40.651773,-75.442797,393.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Lehigh_Valley_International_Airport
Lewiston Nez Perce County Airport,US,US-ID,NA,Lewiston,LWS,KLWS,46.3745002746582,-117.01499938964844,1442.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Lewiston-Nez_Perce_County_Airport
Liberal Mid-America Regional Airport,US,US-KS,NA,Liberal,LBL,KLBL,37.0442009,-100.9599991,2885.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Liberal_Municipal_Airport
Lihue Airport,US,US-HI,OC,"Lihue, Kauai",LIH,PHLI,21.974393,-159.337146,153.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Lihu'e_Airport
Lincoln Airport,US,US-NE,NA,Lincoln,LNK,KLNK,40.844882,-96.76178,1219.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Lincoln_Airport_%28Nebraska%29
Long Beach International Airport,US,US-CA,NA,Long Beach,LGB,KLGB,33.816523,-118.149891,60.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Long_Beach_Airport
Long Island MacArthur Airport,US,US-NY,NA,Islip,ISP,KISP,40.796324,-73.101703,99.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Long_Island_MacArthur_Airport
Los Angeles International Airport,US,US-CA,NA,Los Angeles,LAX,KLAX,33.942501,-118.407997,125.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport
Louis Armstrong New Orleans International Airport,US,US-LA,NA,New Orleans,MSY,KMSY,29.993401,-90.264673,4.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport
Louisville Muhammad Ali International Airport,US,US-KY,NA,Louisville,SDF,KSDF,38.1706,-85.735076,501.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Louisville_International_Airport
Lubbock Preston Smith International Airport,US,US-TX,NA,Lubbock,LBB,KLBB,33.663601,-101.822998,3282.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport
Luis Munoz Marin International Airport,PR,PR-U-A,NA,San Juan,SJU,TJSJ,18.4394,-66.001801,9.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Luis_Mu%C3%B1oz_Mar%C3%ADn_International_Airport
Lynchburg Regional Airport - Preston Glenn Field,US,US-VA,NA,Lynchburg,LYH,KLYH,37.326698,-79.200401,938.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Lynchburg_Regional_Airport
MBS International Airport,US,US-MI,NA,Freeland,MBS,KMBS,43.533181,-84.083104,668.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/MBS_International_Airport
Mammoth Yosemite Airport,US,US-CA,NA,Mammoth Lakes,MMH,KMMH,37.625381,-118.84306,7135.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mammoth_Yosemite_Airport
Manchester-Boston Regional Airport,US,US-NH,NA,Manchester,MHT,KMHT,42.932598,-71.435699,266.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport
Manhattan Regional Airport,US,US-KS,NA,Manhattan,MHK,KMHK,39.14099884033203,-96.6707992553711,1057.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Manhattan_Regional_Airport
Marquette/Sawyer International Airport,US,US-MI,NA,Gwinn,MQT,KSAW,46.351498,-87.395884,1221.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Sawyer_International_Airport
Massena International Airport Richards Field,US,US-NY,NA,Massena,MSS,KMSS,44.936157,-74.844304,215.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Massena_International_Airport
McAllen Miller International Airport,US,US-TX,NA,McAllen,MFE,KMFE,26.176141,-98.237965,107.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/McAllen-Miller_International_Airport
McClellan-Palomar Airport,US,US-CA,NA,Carlsbad,CLD,KCRQ,33.1283,-117.279999,331.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/McClellan-Palomar_Airport
McCook Ben Nelson Regional Airport,US,US-NE,NA,McCook,MCK,KMCK,40.207787,-100.592794,2583.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/McCook_Regional_Airport
McGhee Tyson Airport,US,US-TN,NA,Knoxville/Maryville,TYS,KTYS,35.811001,-83.994003,981.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/McGhee_Tyson_Airport
McGrath Airport,US,US-AK,NA,McGrath,MCG,PAMC,62.95289993,-155.6060028,341.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/McGrath_Airport
McKellar-Sipes Regional Airport,US,US-TN,NA,Jackson,MKL,KMKL,35.599899,-88.915604,434.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/McKellar-Sipes_Regional_Airport
Meadows Field,US,US-CA,NA,Bakersfield,BFL,KBFL,35.433601,-119.056999,510.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Meadows_Field_Airport
Mekoryuk Airport,US,US-AK,NA,Mekoryuk,MYU,PAMY,60.372338,-166.269751,48.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mekoryuk_Airport
Melbourne Orlando International Airport,US,US-FL,NA,Melbourne,MLB,KMLB,28.102009,-80.641088,33.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Melbourne_International_Airport
Memorial Field Airport,US,US-AR,NA,Hot Springs,HOT,KHOT,34.4788,-93.096262,540.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Hot_Springs_Memorial_Field_Airport
Merced Regional Macready Field,US,US-CA,NA,Merced,MCE,KMCE,37.284698,-120.514,155.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Merced_Regional_Airport
Mercedita International Airport,PR,PR-U-A,NA,Ponce,PSE,TJPS,18.008301,-66.563004,29.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Mercedita_Airport
Merle K (Mudhole) Smith Airport,US,US-AK,NA,Cordova,CDV,PACV,60.491798,-145.477997,54.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Merle_K._(Mudhole)_Smith_Airport
Mesa Gateway Airport,US,US-AZ,NA,Mesa,AZA,KIWA,33.3078,-111.654999,1382.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Phoenix%E2%80%93Mesa_Gateway_Airport
Miami International Airport,US,US-FL,NA,Miami,MIA,KMIA,25.796011,-80.289751,8.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Miami_International_Airport
Mid Delta Regional Airport,US,US-MS,NA,Greenville,GLH,KGLH,33.482899,-90.985603,131.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Greenville_Mid-Delta_Airport
Mid Ohio Valley Regional Airport,US,US-WV,NA,Parkersburg (Williamstown),PKB,KPKB,39.3451,-81.439201,858.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mid-Ohio_Valley_Regional_Airport
Middle Georgia Regional Airport,US,US-GA,NA,Macon,MCN,KMCN,32.69279861450195,-83.64920043945312,354.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Middle_Georgia_Regional_Airport
Midland International Air and Space Port,US,US-TX,NA,Midland,MAF,KMAF,31.942499,-102.202003,2871.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Midland_International_Airport
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US,US-MN,NA,Minneapolis,MSP,KMSP,44.880081,-93.221741,841.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Minneapolis–Saint_Paul_International_Airport
Minot International Airport,US,US-ND,NA,Minot,MOT,KMOT,48.25801,-101.279123,1716.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Minot_International_Airport
Missoula Montana Airport,US,US-MT,NA,Missoula,MSO,KMSO,46.915816,-114.091107,3206.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Missoula_International_Airport
Mobile Regional Airport,US,US-AL,NA,Mobile,MOB,KMOB,30.6912,-88.242798,219.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mobile_Regional_Airport
Modesto City Co-Harry Sham Field,US,US-CA,NA,Modesto,MOD,KMOD,37.625801,-120.954002,97.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Modesto_City-County_Airport
Molokai Airport,US,US-HI,OC,Kaunakakai,MKK,PHMK,21.152901,-157.095993,454.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Molokai_Airport
Monroe Regional Airport,US,US-LA,NA,Monroe,MLU,KMLU,32.510899,-92.037697,79.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Monroe_Regional_Airport
Monterey Regional Airport,US,US-CA,NA,Monterey,MRY,KMRY,36.586777,-121.844183,257.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Monterey_Peninsula_Airport
Montgomery Regional (Dannelly Field) Airport,US,US-AL,NA,Montgomery,MGM,KMGM,32.300598,-86.393997,221.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Montgomery_Regional_Airport
Montrose Regional Airport,US,US-CO,NA,Montrose,MTJ,KMTJ,38.5098,-107.893997,5759.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Montrose_Regional_Airport
Morgantown Municipal Airport Walter L. (Bill) Hart Field,US,US-WV,NA,Morgantown,MGW,KMGW,39.643305,-79.917598,1248.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Morgantown_Municipal_Airport
Morristown Municipal Airport,US,US-NJ,NA,Morristown,MMU,KMMU,40.799062,-74.414949,187.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Morristown_Municipal_Airport
Muskegon County Airport,US,US-MI,NA,Muskegon,MKG,KMKG,43.169498,-86.238197,629.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Muskegon_County_Airport
Myrtle Beach International Airport,US,US-SC,NA,Myrtle Beach,MYR,KMYR,33.679699,-78.928299,25.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport
Nantucket Memorial Airport,US,US-MA,NA,Nantucket,ACK,KACK,41.25310135,-70.06020355,47.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Nantucket_Memorial_Airport
Naples Municipal Airport,US,US-FL,NA,Naples,APF,KAPF,26.1525993347,-81.7752990723,8.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Naples_Municipal_Airport
Nashville International Airport,US,US-TN,NA,Nashville,BNA,KBNA,36.1245,-86.6782,599.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Nashville_International_Airport
New Bedford Regional Airport,US,US-MA,NA,New Bedford,EWB,KEWB,41.67610168457031,-70.95690155029297,80.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/New_Bedford_Regional_Airport
New York Stewart International Airport,US,US-NY,NA,Newburgh,SWF,KSWF,41.50421,-74.108901,491.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Stewart_International_Airport
Newark Liberty International Airport,US,US-NJ,NA,Newark,EWR,KEWR,40.6894,-74.170545,18.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport
Newport News Williamsburg International Airport,US,US-VA,NA,Newport News,PHF,KPHF,37.131901,-76.492996,42.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Newport_News/Williamsburg_International_Airport
Niagara Falls International Airport,US,US-NY,NA,Niagara Falls,IAG,KIAG,43.1073,-78.946198,589.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Niagara_Falls_International_Airport
Nome Airport,US,US-AK,NA,Nome,OME,PAOM,64.51219940185547,-165.44500732421875,37.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Nome_Airport
Norfolk International Airport,US,US-VA,NA,Norfolk,ORF,KORF,36.895341,-76.201,26.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Norfolk_International_Airport
Norman Y. Mineta San Jose International Airport,US,US-CA,NA,San Jose,SJC,KSJC,37.362452,-121.929188,62.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/San_Jose_International_Airport
North Central West Virginia Airport,US,US-WV,NA,Bridgeport,CKB,KCKB,39.2966,-80.228104,1217.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Harrison/Marion_Regional_Airport
North Platte Regional Airport Lee Bird Field,US,US-NE,NA,North Platte,LBF,KLBF,41.12620163,-100.6839981,2777.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/North_Platte_Regional_Airport
Northeast Florida Regional Airport,US,US-FL,NA,St Augustine,UST,KSGJ,29.9592,-81.339798,10.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/St._Augustine_Airport
Northeast Wyoming Regional Airport,US,US-WY,NA,Gillette,GCC,KGCC,44.3489,-105.539001,4365.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Gillette%E2%80%93Campbell_County_Airport
Northwest Alabama Regional Airport,US,US-AL,NA,Muscle Shoals,MSL,KMSL,34.745123,-87.612981,551.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Northwest_Alabama_Regional_Airport
Northwest Arkansas National Airport,US,US-AR,NA,Fayetteville/Springdale/Rogers,XNA,KXNA,36.281898,-94.306801,1287.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Northwest_Arkansas_Regional_Airport
Northwest Florida Beaches International Airport,US,US-FL,NA,Panama City Beach,ECP,KECP,30.357106,-85.795414,69.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport
Nuiqsut Airport,US,US-AK,NA,Nuiqsut,NUI,PAQT,70.209999,-151.005998,38.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Nuiqsut_Airport
OKC Will Rogers World Airport,US,US-OK,NA,Oklahoma City,OKC,KOKC,35.393388,-97.598248,1295.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Will_Rogers_World_Airport
Oakland San Francisco Bay Airport,US,US-CA,NA,Oakland,OAK,KOAK,37.720085,-122.221184,9.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Oakland_International_Airport
Ogden Hinckley Airport,US,US-UT,NA,Ogden,OGD,KOGD,41.195899963379,-112.0120010376,4473.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ogden-Hinckley_Airport
Ogdensburg International Airport,US,US-NY,NA,Ogdensburg,OGS,KOGS,44.6819,-75.4655,297.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ogdensburg_International_Airport
Ontario International Airport,US,US-CA,NA,Ontario,ONT,KONT,34.056,-117.600998,944.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/LA/Ontario_International_Airport
Orcas Island Airport,US,US-WA,NA,Eastsound,ESD,KORS,48.708199,-122.910004,31.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Orcas_Island_Airport
Orlando International Airport,US,US-FL,NA,Orlando,MCO,KMCO,28.429399490356445,-81.30899810791016,96.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Orlando_International_Airport
Orlando Sanford International Airport,US,US-FL,NA,Orlando,SFB,KSFB,28.774277,-81.234626,55.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport
Owensboro Daviess County Airport,US,US-KY,NA,Owensboro,OWB,KOWB,37.74010086,-87.16680145,407.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Owensboro-Daviess_County_Regional_Airport
Page Municipal Airport,US,US-AZ,NA,Page,PGA,KPGA,36.924234,-111.447716,4316.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Page_Municipal_Airport
Palm Springs International Airport,US,US-CA,NA,Palm Springs,PSP,KPSP,33.8297,-116.507004,477.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Palm_Springs_International_Airport
Pangborn Memorial Airport,US,US-WA,NA,Wenatchee,EAT,KEAT,47.398899,-120.207001,1249.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Pangborn_Memorial_Airport
Patrick Leahy Burlington International Airport,US,US-VT,NA,Burlington,BTV,KBTV,44.471901,-73.153297,335.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Burlington_International_Airport
Pellston Regional Airport of Emmet County Airport,US,US-MI,NA,Pellston,PLN,KPLN,45.57089996,-84.79669952,721.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Pellston_Regional_Airport
Pensacola International Airport,US,US-FL,NA,Pensacola,PNS,KPNS,30.472718,-87.186639,121.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Pensacola_Regional_Airport
Petersburg James A Johnson Airport,US,US-AK,NA,Petersburg,PSG,PAPG,56.80170059,-132.9450073,111.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Petersburg_James_A._Johnson_Airport
Philadelphia International Airport,US,US-PA,NA,Philadelphia,PHL,KPHL,39.871899,-75.241096,36.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Philadelphia_International_Airport
Phoenix Sky Harbor International Airport,US,US-AZ,NA,Phoenix,PHX,KPHX,33.435302,-112.005905,1135.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport
Piedmont Triad International Airport,US,US-NC,NA,Greensboro,GSO,KGSO,36.09937,-79.937262,925.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport
Pierre Regional Airport,US,US-SD,NA,Pierre,PIR,KPIR,44.38270187,-100.2860031,1744.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Pierre_Regional_Airport
Pitt-Greenville Airport,US,US-NC,NA,Greenville,PGV,KPGV,35.635535,-77.384262,26.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Pitt-Greenville_Airport
Pittsburgh International Airport,US,US-PA,NA,Pittsburgh,PIT,KPIT,40.491501,-80.232903,1203.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Pittsburgh_International_Airport
Platinum Airport,US,US-AK,NA,Platinum,PTU,PAPM,59.017675,-161.827927,15.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Platinum_Airport
Plattsburgh International Airport,US,US-NY,NA,Plattsburgh,PBG,KPBG,44.650902,-73.468102,234.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Plattsburgh_International_Airport
Pocatello Regional Airport,US,US-ID,NA,Pocatello,PIH,KPIH,42.9098014831543,-112.59600067138672,4452.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Pocatello_Regional_Airport
Point Lay LRRS Airport,US,US-AK,NA,Point Lay,PIZ,PPIZ,69.732903,-163.005005,22.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Point_Lay_LRRS_Airport
Port Heiden Airport,US,US-AK,NA,Port Heiden,PTH,PAPH,56.957893,-158.630219,95.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Port_Heiden_Airport
Portland International Airport,US,US-OR,NA,Portland,PDX,KPDX,45.588699,-122.598,31.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Portland_International_Airport
Portland International Jetport,US,US-ME,NA,Portland,PWM,KPWM,43.646198,-70.309303,76.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Portland_International_Jetport
Portsmouth International Airport at Pease,US,US-NH,NA,Portsmouth,PSM,KPSM,43.0779,-70.823303,100.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Pease_International_Airport
Prescott Regional Airport - Ernest A. Love Field,US,US-AZ,NA,Prescott,PRC,KPRC,34.653502,-112.419883,5045.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ernest_A._Love_Field
President Donald J. Trump International Airport,US,US-FL,NA,West Palm Beach,PBI,KDJT,26.683201,-80.095596,19.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Palm_Beach_International_Airport
Presque Isle International Airport,US,US-ME,NA,Presque Isle,PQI,KPQI,46.688999,-68.0448,534.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Presque_Isle_International_Airport
Provo Municipal Airport,US,US-UT,NA,Provo,PVU,KPVU,40.218894,-111.722445,4497.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Provo_Municipal_Airport
Pueblo Memorial Airport,US,US-CO,NA,Pueblo,PUB,KPUB,38.289101,-104.497002,4726.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Pueblo_Memorial_Airport
Pullman-Moscow Regional Airport,US,US-WA,NA,Pullman,PUW,KPUW,46.741601,-117.11163,2556.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Pullman-Moscow_Regional_Airport
Punta Gorda Airport,US,US-FL,NA,Punta Gorda,PGD,KPGD,26.9202,-81.990501,26.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Punta_Gorda_Airport_(Florida)
Quad City International Airport,US,US-IL,NA,Moline,MLI,KMLI,41.448502,-90.5075,590.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Quad_City_International_Airport
Quincy Regional Airport Baldwin Field,US,US-IL,NA,Quincy,UIN,KUIN,39.942699,-91.194603,768.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Quincy_Regional_Airport
Rafael Hernández International Airport,PR,PR-U-A,NA,Aguadilla,BQN,TJBQ,18.4949,-67.129402,237.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Rafael_Hern%C3%A1ndez_Airport
Raleigh County Memorial Airport,US,US-WV,NA,Beaver,BKW,KBKW,37.7873,-81.124199,2504.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Beckley_Raleigh_County_Memorial_Airport
Raleigh-Durham International Airport,US,US-NC,NA,Raleigh/Durham,RDU,KRDU,35.878659,-78.7873,435.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport
Ralph Wien Memorial Airport,US,US-AK,NA,Kotzebue,OTZ,PAOT,66.88469696,-162.598999,14.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ralph_Wien_Memorial_Airport
Range Regional Airport,US,US-MN,NA,Hibbing,HIB,KHIB,47.384831,-92.836905,1354.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Range_Regional_Airport
Rapid City Regional Airport,US,US-SD,NA,Rapid City,RAP,KRAP,44.0452995300293,-103.05699920654295,3204.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Rapid_City_Regional_Airport
Redding Municipal Airport,US,US-CA,NA,Redding,RDD,KRDD,40.50899887,-122.2929993,505.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Redding_Municipal_Airport
Reno Tahoe International Airport,US,US-NV,NA,Reno,RNO,KRNO,39.4991,-119.767998,4415.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport
Rhinelander Oneida County Airport,US,US-WI,NA,Rhinelander,RHI,KRHI,45.63119888305664,-89.46749877929688,1624.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Rhinelander-Oneida_County_Airport
Rhode Island T. F. Green International Airport,US,US-RI,NA,Providence/Warwick,PVD,KPVD,41.725038,-71.425668,55.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/T._F._Green_Airport
Richmond International Airport,US,US-VA,NA,Richmond,RIC,KRIC,37.505199,-77.319702,167.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Richmond_International_Airport
Rick Husband Amarillo International Airport,US,US-TX,NA,Amarillo,AMA,KAMA,35.217857,-101.706444,3607.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Rick_Husband_Amarillo_International_Airport
Rickenbacker International Airport,US,US-OH,NA,Columbus,LCK,KLCK,39.813801,-82.927803,744.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Rickenbacker_International_Airport
Roanoke–Blacksburg Regional Airport,US,US-VA,NA,Roanoke,ROA,KROA,37.3255,-79.975403,1175.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Roanoke%E2%80%93Blacksburg_Regional_Airport
Roberts Field,US,US-OR,NA,Redmond,RDM,KRDM,44.254101,-121.150002,3080.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Roberts_Field
Rochester International Airport,US,US-MN,NA,Rochester,RST,KRST,43.908298,-92.5,1317.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Rochester_International_Airport
Rogue Valley International-Medford Airport,US,US-OR,NA,Medford,MFR,KMFR,42.374199,-122.873001,1335.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Rogue_Valley_International-Medford_Airport
Ronald Reagan Washington National Airport,US,US-DC,NA,Washington,DCA,KDCA,38.8521,-77.037697,15.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport
Roswell Air Center Airport,US,US-NM,NA,Roswell,ROW,KROW,33.301601,-104.530998,3671.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Roswell_International_Air_Center
Ruby Airport,US,US-AK,NA,Ruby,RBY,PARY,64.727203,-155.470001,658.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ruby_Airport
Rutland - Southern Vermont Regional Airport,US,US-VT,NA,Rutland,RUT,KRUT,43.5294,-72.9496,787.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Rutland_State_Airport
Sacramento International Airport,US,US-CA,NA,Sacramento,SMF,KSMF,38.6954,-121.591003,27.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Sacramento_International_Airport
Saint Cloud Regional Airport,US,US-MN,NA,Saint Cloud,STC,KSTC,45.5466,-94.059898,1031.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/St._Cloud_Regional_Airport
Salina Municipal Airport,US,US-KS,NA,Salina,SLN,KSLN,38.79100036621094,-97.6521987915039,1288.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Salina_Municipal_Airport
Salisbury Ocean City Wicomico Regional Airport,US,US-MD,NA,Salisbury,SBY,KSBY,38.34049987792969,-75.51029968261719,52.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Wicomico_Regional_Airport
Salt Lake City International Airport,US,US-UT,NA,Salt Lake City,SLC,KSLC,40.78886,-111.979866,4227.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport
San Angelo Regional Mathis Field,US,US-TX,NA,San Angelo,SJT,KSJT,31.35770034790039,-100.49600219726562,1919.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/San_Angelo_Regional_Airport
San Antonio International Airport,US,US-TX,NA,San Antonio,SAT,KSAT,29.533701,-98.469803,809.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/San_Antonio_International_Airport
San Diego International Airport,US,US-CA,NA,San Diego,SAN,KSAN,32.733601,-117.190002,17.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/San_Diego_International_Airport
San Francisco International Airport,US,US-CA,NA,San Francisco,SFO,KSFO,37.619806,-122.374821,13.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/San_Francisco_International_Airport
