flight_number,airline_code,source_airport_code,destination_airport_code,codeshare,stops,equipment,distance_km
UA1830,UA,SAT,EWR,,0,319 739 73G,2522.136466716259
UA1831,UA,SAT,IAD,Y,0,E70 CR7,2189.301210724572
UA1832,UA,SAT,IAH,,0,319 739 738 73G 320,306.1060853324881
UA1833,UA,SAT,LAX,Y,0,CR7,1944.6452061097891
UA1834,UA,SAT,ORD,Y,0,CR7,1677.4242851978365
UA1835,UA,SAT,SFO,Y,0,CR7,2381.5833610905834
UA1836,UA,SAV,EWR,Y,0,ERJ,1140.2569311543255
UA1837,UA,SAV,IAD,Y,0,CRJ ERJ CR7,830.1598945931564
UA1838,UA,SAV,IAH,Y,0,ERJ,1366.908053666082
UA1839,UA,SAV,ORD,Y,0,ERJ CR7 CRJ,1245.6406795255825
UA1848,UA,SDF,CLE,Y,0,ERJ CRJ,489.8700262359588
UA1849,UA,SDF,DEN,Y,0,ERJ,1643.8517303849333
UA1850,UA,SDF,EWR,Y,0,ERJ E70,1031.0878089678497
UA1851,UA,SDF,IAD,Y,0,ERJ,724.7706517599224
UA1852,UA,SDF,IAH,Y,0,ERJ E70 CRJ,1267.918959719324
UA1853,UA,SDF,ORD,Y,0,ERJ,461.88226406767916
UA1856,UA,SEA,ANC,,0,739 738,2325.752433399854
UA1857,UA,SEA,DEN,,0,738 320 739 752 753 319,1645.161198559227
UA1858,UA,SEA,EWR,,0,739 319 738 320,3854.9462849430706
UA1860,UA,SEA,IAD,,0,752 320 739 738,3701.7280407464023
UA1861,UA,SEA,IAH,,0,739 320 738 319 752,3013.42841427675
UA1863,UA,SEA,LAX,,0,739 320,1536.8180882483425
UA1865,UA,SEA,ORD,,0,738 320 739 752 319,2761.847858516748
UA1866,UA,SEA,PDX,Y,0,EM2,207.90695279699517
UA1867,UA,SEA,SFO,,0,319 739 320 738 752,1092.8516586356209
UA1869,UA,SFO,ABQ,Y,0,CRJ,1439.3133270396975
UA1872,UA,SFO,ATL,,0,738,3434.6956769682733
UA1873,UA,SFO,AUS,,0,738 320 319,2416.5450836253376
UA1875,UA,SFO,BOI,Y,0,CRJ CR7,840.158818309456
UA1876,UA,SFO,BOS,,0,752 753 738 739 319 320,4341.022084519025
UA1877,UA,SFO,BUR,Y,0,CR7 CRJ,524.505466011444
UA1878,UA,SFO,BWI,,0,739 320 738,3944.311114550975
UA1882,UA,SFO,CLE,,0,739 738 320,3469.901361925572
UA1883,UA,SFO,COS,Y,0,CRJ CR7,1547.3213659410742
UA1885,UA,SFO,DCA,,0,738 73G,3920.908487611164
UA1886,UA,SFO,DEN,,0,752 739 738 320 319,1552.657429574184
UA1887,UA,SFO,DFW,,0,319 738 739,2351.9335423603
UA1889,UA,SFO,EWR,,0,320 739 752 319 738 73G,4118.2703404172735
UA1890,UA,SFO,FAT,Y,0,EM2,253.3329460096487
UA1891,UA,SFO,FLL,,0,738 319 739,4150.818063175899
UA1895,UA,SFO,HNL,,0,777 764 738 753 739,3857.1960937325007
UA1896,UA,SFO,IAD,,0,753 752 738 739 320 319,3883.361136345021
UA1897,UA,SFO,IAH,,0,319 739 753 738 320 752 788 73G,2627.1878002373915
UA1899,UA,SFO,IND,,0,319,3119.9840020812176
UA1900,UA,SFO,JFK,,0,757,4151.713949042157
UA1902,UA,SFO,KOA,,0,753 739 738,3808.0559943794638
UA1903,UA,SFO,LAS,,0,752 738 739 320 319,664.8053656560321
UA1904,UA,SFO,LAX,,0,319 320 752 738 753 739,543.2449220159237
UA1906,UA,SFO,LIH,,0,752,3934.071835854087
UA1908,UA,SFO,MCI,Y,0,CR7,2406.280685543747
UA1909,UA,SFO,MCO,,0,752 738 739 753,3929.1348725157186
UA1914,UA,SFO,MSP,,0,320 739 319,2551.3068970577797
UA1915,UA,SFO,MSY,,0,320 738,3068.827739064974
UA1918,UA,SFO,OGG,,0,753 738,3760.693364246038
UA1919,UA,SFO,OKC,Y,0,CR7,2221.7506002235145
UA1920,UA,SFO,ONT,Y,0,CRJ,584.8310051625398
UA1921,UA,SFO,ORD,,0,738 739 752 320 753 319 777 73G,2963.9172816952487
UA1923,UA,SFO,PDX,,0,319 739 320 752 738,886.2936969999109
UA1925,UA,SFO,PHL,,0,319 738 739 752,4047.7050628259917
UA1926,UA,SFO,PHX,,0,319 738 320,1046.4982592871797
UA1927,UA,SFO,PIT,,0,319 738,3618.2292812304045
UA1929,UA,SFO,PSP,Y,0,CRJ CR7,676.6431935456587
UA1934,UA,SFO,RDU,,0,738 739,3853.2345780174546
UA1935,UA,SFO,RNO,Y,0,CRJ CR7,308.2648639119232
UA1937,UA,SFO,SAN,,0,738 320 319 739 73G,718.9432809490115
UA1938,UA,SFO,SAT,Y,0,CR7,2381.5833610905834
UA1941,UA,SFO,SEA,,0,319 738 739 320 752 753,1092.8516586356209
UA1943,UA,SFO,SLC,,0,738 320 319,961.7261991342365
UA1944,UA,SFO,SMF,Y,0,EM2,137.84259237070387
UA1945,UA,SFO,SNA,,0,320 319 738 73G,598.2885440053797
UA1946,UA,SFO,STL,,0,320 319,2785.842243695913
UA1949,UA,SFO,TUS,Y,0,CRJ CR7,1208.3601271816601
UA1966,UA,SJC,DEN,,0,752 319 738 73G,1522.261421478582
UA1967,UA,SJC,IAH,,0,320 319 739 738,2583.2336195185994
UA1968,UA,SJC,LAX,Y,0,CR7,495.72859107916463
UA1985,UA,SLC,DEN,Y,0,CR7 CRJ ERJ DH4 E70,627.723881158865
UA1986,UA,SLC,IAH,Y,0,ERJ CR7 E70,1922.5085307434092
UA1987,UA,SLC,LAX,Y,0,CR7 CRJ,949.257843665915
UA1988,UA,SLC,ORD,Y,0,E70 CR7,2006.2984626718442
UA1989,UA,SLC,SFO,,0,738 320 319,961.7261991342365
UA1993,UA,SMF,DEN,,0,320 739,1459.6906139988178
UA1994,UA,SMF,IAD,,0,320,3785.3008140014463
UA1995,UA,SMF,IAH,,0,320 739 738,2585.937743930318
UA1996,UA,SMF,LAX,Y,0,CR7 CRJ,600.4217235761602
UA1997,UA,SMF,ORD,,0,739 319 320,2859.794252875391
UA1998,UA,SMF,SFO,Y,0,EM2,137.84259237070387
UA2000,UA,SNA,DEN,,0,320 738 73G,1359.680859239526
UA2001,UA,SNA,EWR,,0,73G,3907.7784203223723
UA2002,UA,SNA,IAH,,0,320 738 73G 752,2162.922157748362
UA2003,UA,SNA,ORD,,0,73G,2772.0631444276883
UA2004,UA,SNA,SFO,,0,738 319 320,598.2885440053797
UA2010,UA,SRQ,ORD,,0,738 319 320,1692.89650236951
UA2012,UA,STL,CLE,Y,0,ER4 ERJ,782.6015220862645
UA2013,UA,STL,DEN,Y,0,CR7 ERJ CRJ,1235.5731046321494
UA2014,UA,STL,EWR,Y,0,ERJ E70,1400.167931633924
UA2015,UA,STL,IAD,Y,0,ER4 ERJ CR7 E70,1117.6685299889004
UA2016,UA,STL,IAH,Y,0,ER4 ERJ,1075.606771520837
UA2017,UA,STL,ORD,Y,0,ER4 CR7,415.4186613857083
UA2018,UA,STL,SFO,,0,320 319,2785.842243695913
UA2031,UA,SYR,CLE,,0,DH3,508.89195074349055
UA2032,UA,SYR,EWR,Y,0,DH2 DH3 ERJ,313.32243638523715
UA2033,UA,SYR,IAD,Y,0,ERJ CRJ DH4 ER4 CR7 DH2,476.9250144950292
UA2034,UA,SYR,ORD,Y,0,ER4 CRJ ERJ CR7,973.9030574029567
UA2043,UA,TPA,CLE,,0,73G,1495.3286387962467
UA2044,UA,TPA,DEN,,0,739 738 320,2422.4949305527393
UA2045,UA,TPA,EWR,,0,738 739 73G 752 320,1606.8885299994913
UA2047,UA,TPA,FLL,Y,0,SF3,316.7993331534323
UA2049,UA,TPA,IAD,,0,738 320,1306.8672724748553
UA2050,UA,TPA,IAH,,0,73G 320 739 738,1265.0251829593406
UA2051,UA,TPA,JAX,Y,0,SF3,291.6442614343352
UA2052,UA,TPA,ORD,,0,739 320 73G,1631.254661232574
UA2053,UA,TPA,PBI,Y,0,SF3,280.4016576212992
UA2054,UA,TPA,PNS,Y,0,SF3,530.0355608958799
UA2061,UA,TUL,DEN,Y,0,CRJ ERJ CR7,870.2327456293121
UA2062,UA,TUL,EWR,Y,0,ERJ,1950.4641338782073
UA2063,UA,TUL,IAD,Y,0,CR7 ERJ,1649.8106268734439
UA2064,UA,TUL,IAH,Y,0,ERJ CRJ CR7,692.6768478196677
UA2065,UA,TUL,ORD,Y,0,ERJ CRJ CR7,941.4373544799603
UA2066,UA,TUS,DEN,Y,0,ERJ CRJ CR7,1028.5806160065322
UA2067,UA,TUS,IAH,Y,0,CR7 ERJ,1503.1643858452146
UA2068,UA,TUS,LAX,Y,0,CR7 CRJ,725.2269960619934
UA2069,UA,TUS,SFO,Y,0,CRJ,1208.3601271816601
UA2073,UA,TYS,DEN,Y,0,ERJ,1866.3940159166789
UA2074,UA,TYS,EWR,Y,0,ERJ,1013.9696016444382
UA2075,UA,TYS,IAD,Y,0,ERJ,674.3913836562272
UA2076,UA,TYS,IAH,Y,0,ERJ,1240.5232000733558
UA2077,UA,TYS,ORD,Y,0,ERJ,764.5489012290797
